regulator	target	beta.sign.sum	prior	ens_tf	ens_target
CTCFL	LAP3	715.91951039628498	1	ENSG00000084093	ENSG00000189134
CTCFL	RAG2	204.64629855498902	1	ENSG00000084093	ENSG00000103490
CTCFL	WT1	-525.97301277647898	1	ENSG00000084093	ENSG00000021355
CTCFL	ASPH	130.11290159097999	1	ENSG00000084093	ENSG00000186340
SNAI1	TREX1	966.49965258739803	1	ENSG00000105610	ENSG00000213689
SOX4	MB21D1	180.91066445797	1	ENSG00000109705	ENSG00000065534
RUNX2	IFI35	556.43847004128497	1	ENSG00000177606	ENSG00000125347
RUNX2	PTGS2	216.78388092738399	1	ENSG00000177606	ENSG00000140968
RUNX2	HSP90AA1	361.90183107766097	1	ENSG00000177606	ENSG00000173039
RUNX2	CXCL2	460.94663549765403	1	ENSG00000177606	ENSG00000077150
RUNX2	AFP	248.80656676452099	1	ENSG00000177606	ENSG00000104856
RUNX2	PGK1	65.269462238914201	1	ENSG00000177606	ENSG00000135074
RUNX2	CCL22	567.67005088553003	1	ENSG00000177606	ENSG00000148926
RUNX2	RASSF4	372.51761223577398	1	ENSG00000177606	ENSG00000162772
RUNX2	MS4A4A	336.53184131022999	1	ENSG00000177606	ENSG00000171552
RUNX2	HMGCR	341.29784758279703	1	ENSG00000177606	ENSG00000165806
RUNX2	ESRRB	150.66599769299299	1	ENSG00000177606	ENSG00000243649
RUNX2	TWIST1	81.906437586430798	1	ENSG00000177606	ENSG00000008405
RUNX2	NR1D1	545.69826053496104	1	ENSG00000177606	ENSG00000138166
RUNX2	SLC6A6	56.179482173496702	1	ENSG00000177606	ENSG00000158769
RUNX2	PPARG	164.12759422165701	1	ENSG00000177606	ENSG00000116663
RUNX2	CYP1B1	265.68988425472696	1	ENSG00000177606	ENSG00000100226
RUNX2	ABCG5	53.415351755853202	1	ENSG00000177606	ENSG00000172432
RUNX2	ETV6	1007.3802732186699	1	ENSG00000177606	ENSG00000188290
RUNX2	GUCY1A2	-112.57909942834401	0	ENSG00000177606	ENSG00000145839
RUNX2	ANKRD22	662.82218673114994	1	ENSG00000177606	ENSG00000122641
RUNX2	NRG1	1075.6855571112401	1	ENSG00000177606	ENSG00000078081
RUNX2	NCF1	32.184156751297401	1	ENSG00000177606	ENSG00000168961
RUNX2	NUAK2	332.00677400678296	1	ENSG00000177606	ENSG00000143384
RUNX2	AIM2	321.14580453706799	1	ENSG00000177606	ENSG00000110492
RUNX2	COL1A2	227.65302888044101	1	ENSG00000177606	ENSG00000158517
RUNX2	STAT6	737.48222080800508	1	ENSG00000177606	ENSG00000135114
RUNX2	PXK	181.50924919111401	1	ENSG00000177606	ENSG00000059378
RUNX2	NPAS2	838.08969463745302	1	ENSG00000177606	ENSG00000137193
RUNX2	KRT15	231.642227910098	1	ENSG00000177606	ENSG00000140464
RUNX2	BDNF	86.471679815901197	1	ENSG00000177606	ENSG00000125826
RUNX2	CD163	365.331530723387	1	ENSG00000177606	ENSG00000116514
RUNX2	MYOZ1	-216.33121534017101	1	ENSG00000177606	ENSG00000101236
RUNX2	MT1X	251.65824157169601	1	ENSG00000177606	ENSG00000112096
RUNX2	MT1F	208.96686903792701	1	ENSG00000177606	ENSG00000127666
RUNX2	TAP2	216.38222841821201	1	ENSG00000177606	ENSG00000185215
RUNX2	MICB	1480.1116727709198	1	ENSG00000177606	ENSG00000123610
RUNX2	PDE7A	47.843723251231701	1	ENSG00000177606	ENSG00000102524
RUNX2	MT1M	324.16041568201899	1	ENSG00000177606	ENSG00000145901
RUNX2	IGHG2	154.689658829411	1	ENSG00000177606	ENSG00000127191
GCM2	PYCARD	478.39071272541804	1	ENSG00000164107	ENSG00000128271
SOX21	IL1A	288.39359068853503	0	ENSG00000141448	ENSG00000172724
SOX21	POMC	588.69750568894301	1	ENSG00000141448	ENSG00000102962
SOX21	RNF19B	-44.839416554833896	0	ENSG00000141448	ENSG00000160791
SOX21	HK2	-29.189764276352399	1	ENSG00000141448	ENSG00000107798
IRF1	UNC93B1	1208.2972248639999	1	ENSG00000198517	ENSG00000140379
IRF1	LCN2	-327.44171868081503	1	ENSG00000198517	ENSG00000136634
IRF1	CXCL1	470.49535955191396	1	ENSG00000198517	ENSG00000125144
IRF1	GAK	37.130813725813802	1	ENSG00000198517	ENSG00000136514
BARHL1	RIPK2	434.99048749174597	1	ENSG00000187079	ENSG00000135744
BARHL1	MDK	527.78918425585698	1	ENSG00000187079	ENSG00000100739
PAX1	IL17RB	-27.610729238610201	1	ENSG00000105996	ENSG00000204231
CENPB	FAM46A	-163.557291142504	0	ENSG00000132604	ENSG00000196954
MAX	ERBB2	689.23006569315396	1	ENSG00000122180	ENSG00000173083
THRA	EPAS1	-377.86081834456201	1	ENSG00000111424	ENSG00000118971
THRA	ARNTL	615.87735960744601	1	ENSG00000111424	ENSG00000070404
THRA	IMPA2	411.802715099956	1	ENSG00000111424	ENSG00000204632
THRA	STAT5B	-214.246616963816	1	ENSG00000111424	ENSG00000187514
THRA	MUC2	-166.99832971874301	1	ENSG00000111424	ENSG00000145365
THRA	CEBPD	-112.374457163125	1	ENSG00000111424	ENSG00000112343
STAT5A	ATP1A2	-99.11728732431169	1	ENSG00000160685	ENSG00000104549
STAT5A	AHCTF1	-338.32584439461203	1	ENSG00000160685	ENSG00000171223
STAT5A	NR2F2	183.98548680943699	1	ENSG00000160685	ENSG00000110911
ELK1	PTEN	-432.70287407032401	1	ENSG00000153266	ENSG00000185686
ELK1	EXT1	-187.82202355327203	1	ENSG00000153266	ENSG00000130066
ATF4	NFKBIB	-387.652672464376	1	ENSG00000162613	ENSG00000187134
ATF4	TRIM5	359.83493471950402	1	ENSG00000162613	ENSG00000104921
FOXP2	SNAI1	-552.61343707135802	1	ENSG00000185670	ENSG00000163734
IRF5	SERPINB1	1770.1837845884399	1	ENSG00000162924	ENSG00000271503
IRF5	CD44	666.20188831011501	1	ENSG00000162924	ENSG00000105835
IRF5	FN1	799.22930308310697	1	ENSG00000162924	ENSG00000275302
IRF5	CTCFL	1015.0516971428	1	ENSG00000162924	ENSG00000163739
IRF5	PTGIS	1580.5365209364802	1	ENSG00000162924	ENSG00000081041
IRF5	IL6	1142.7682106572302	1	ENSG00000162924	ENSG00000131979
IRF5	LSS	1043.0452502163801	0	ENSG00000162924	ENSG00000226979
IRF5	REL	327.47750361332999	1	ENSG00000162924	ENSG00000120539
IRF5	IFI16	440.03566525372298	1	ENSG00000162924	ENSG00000153898
IRF5	GEM	1282.68034840779	1	ENSG00000162924	ENSG00000144802
IRF5	BGN	665.621423675046	1	ENSG00000162924	ENSG00000124145
HOXD9	TRIM21	-647.90576402895499	1	ENSG00000124813	ENSG00000117560
E2F8	PTGS2	169.858931912852	1	ENSG00000115507	ENSG00000140968
FOXA1	SAMD4A	-309.38637931399899	1	ENSG00000135457	ENSG00000188257
FOXA1	HOXA9	89.582529110397587	1	ENSG00000135457	ENSG00000104365
KLF16	LSS	2179.3495375948301	1	ENSG00000139800	ENSG00000226979
KLF16	PSMB8	831.39594602783711	1	ENSG00000139800	ENSG00000232810
JUND	CSF2	176.02984812286201	1	ENSG00000176182	ENSG00000136997
GATA5	XIAP	-1029.09875936094	1	ENSG00000106571	ENSG00000166016
GATA5	VDR	-177.03014251828401	1	ENSG00000106571	ENSG00000139618
GATA5	PIGR	-787.47255328128801	1	ENSG00000106571	ENSG00000277443
GATA5	MTHFD2L	-367.115906400619	1	ENSG00000106571	ENSG00000198417
GATA5	BCL2	-151.935051568208	1	ENSG00000106571	ENSG00000163644
GATA5	PRF1	245.429314575891	1	ENSG00000106571	ENSG00000196154
NR1H2	ELF1	25.015108439653002	0	ENSG00000205922	ENSG00000110852
RFX1	ST6GAL1	-453.41408604174006	1	ENSG00000172819	ENSG00000101347
RFX1	ABCB1	262.38378072488399	1	ENSG00000172819	ENSG00000077092
RFX1	IL1RN	-551.85583536670401	1	ENSG00000172819	ENSG00000187210
RFX1	LCN2	-676.06511578694506	1	ENSG00000172819	ENSG00000136634
MBD2	HAS1	91.72476151842541	0	ENSG00000169981	ENSG00000116194
MBD2	ADAM19	-76.32197789934159	1	ENSG00000169981	ENSG00000178950
MBD2	ANGPT1	-25.140139038581498	1	ENSG00000169981	ENSG00000049130
BHLHE40	IL17RB	-26.778788200508998	1	ENSG00000112592	ENSG00000204231
BHLHE40	APOBEC2	357.90471283845	1	ENSG00000112592	ENSG00000124875
BHLHE40	TRAF2	2490.3772822958499	1	ENSG00000112592	ENSG00000078401
RAX	LIPG	-136.27156970427001	1	ENSG00000116017	ENSG00000143921
SOX5	FAM134B	-520.12534134816394	1	ENSG00000116016	ENSG00000235750
CLOCK	CCND1	806.32155893985794	1	ENSG00000169016	ENSG00000121380
CLOCK	CYP27B1	214.98243734231602	1	ENSG00000169016	ENSG00000125845
CLOCK	PPARD	257.64470661139399	1	ENSG00000169016	ENSG00000182326
CLOCK	IRF3	44.309846763652494	1	ENSG00000169016	ENSG00000146425
CLOCK	LGALS3	306.45175830925899	1	ENSG00000169016	ENSG00000026103
CLOCK	OASL	469.88801979519008	1	ENSG00000169016	ENSG00000107485
CLOCK	IL12A	653.72424737121196	1	ENSG00000169016	ENSG00000104213
CLOCK	GPX2	1308.62518127199	1	ENSG00000169016	ENSG00000133321
CLOCK	PUS1	254.84727289620301	1	ENSG00000169016	ENSG00000104312
CLOCK	IFITM2	318.000574624374	1	ENSG00000169016	ENSG00000149131
CLOCK	IFIT1	193.652642023205	1	ENSG00000169016	ENSG00000155287
CLOCK	S100A10	194.71978042603101	1	ENSG00000169016	ENSG00000105825
ETS1	CCNA1	-1204.9174758695501	1	ENSG00000102145	ENSG00000115414
HNF1A	MSR1	-20.061000876642499	1	ENSG00000160113	ENSG00000005339
HNF1A	FN1	-990.68816906860593	1	ENSG00000160113	ENSG00000275302
ELF5	NR3C1	-242.91985538925599	1	ENSG00000102034	ENSG00000005059
ELF5	TGM2	-684.34574429386703	0	ENSG00000102034	ENSG00000164342
TFCP2	AICDA	-329.06792155389303	1	ENSG00000119866	ENSG00000165507
TFCP2	NR5A2	318.04967930977301	1	ENSG00000119866	ENSG00000090659
TFCP2	NRN1	246.23707316024601	1	ENSG00000119866	ENSG00000138061
TFCP2	ATP10D	-110.87486518038901	1	ENSG00000119866	ENSG00000126709
TFCP2	LCN2	220.30997039242297	1	ENSG00000119866	ENSG00000136634
TFCP2	TERT	-160.22221469750201	1	ENSG00000119866	ENSG00000118513
TFCP2	TAP1	-70.202405496447497	1	ENSG00000119866	ENSG00000205268
TFCP2	PENK	-612.67814866748006	1	ENSG00000119866	ENSG00000173432
TFCP2	TAPBP	-409.348835055123	1	ENSG00000119866	ENSG00000122691
HEY2	BLVRA	2309.6082460932798	1	ENSG00000177463	ENSG00000103569
HEY2	FNDC4	-483.02793066574503	1	ENSG00000177463	ENSG00000274736
HEY2	TWIST1	428.451851482873	1	ENSG00000177463	ENSG00000008405
EMX1	PARP12	-38.175777699569501	1	ENSG00000129194	ENSG00000168610
NKX2-1	TRPC1	-59.0407811513846	0	ENSG00000177468	ENSG00000137959
ZFHX2	FASLG	409.82912742139899	1	ENSG00000171223	ENSG00000110848
ZFHX2	XAF1	138.24254767340901	1	ENSG00000171223	ENSG00000150337
ZFHX2	ABCG5	135.02022455404099	1	ENSG00000171223	ENSG00000172432
ZFHX2	GALNT2	434.64485312401297	1	ENSG00000171223	ENSG00000163565
ZFHX2	NFKBIZ	485.58987783666498	1	ENSG00000171223	ENSG00000068079
ZFHX2	ABTB2	333.939491742021	1	ENSG00000171223	ENSG00000181019
TBR1	CD38	-405.18125863440002	1	ENSG00000118689	ENSG00000277089
TBR1	TNFRSF1B	-371.596714753063	1	ENSG00000118689	ENSG00000171105
TBR1	HIF1A	1019.63762518089	1	ENSG00000118689	ENSG00000123358
TBR1	FGF8	399.01327721382501	1	ENSG00000118689	ENSG00000166710
TBR1	NFKB1	507.89957085194504	1	ENSG00000118689	ENSG00000171791
TBR1	SLC11A2	-1153.6876243902	1	ENSG00000118689	ENSG00000095585
TBR1	VDR	40.664355476152501	1	ENSG00000118689	ENSG00000139618
TBR1	FBXO6	3333.9009973318498	1	ENSG00000118689	ENSG00000126353
TBR1	IRF1	2761.0193423890196	1	ENSG00000118689	ENSG00000172817
TBR1	ABCG8	346.14476208242701	1	ENSG00000118689	ENSG00000165949
TBR1	PIGF	2463.4426831995002	1	ENSG00000118689	ENSG00000134460
TBR1	NR4A2	323.76397778028502	1	ENSG00000118689	ENSG00000164626
TBR1	G6PD	723.18629170746306	1	ENSG00000118689	ENSG00000171236
TBR1	GBP4	285.993447582101	1	ENSG00000118689	ENSG00000185022
TBR1	ATF3	-544.78910526495997	1	ENSG00000118689	ENSG00000104814
TBR1	FOS	299.35860588856798	1	ENSG00000118689	ENSG00000121879
TBR1	NPAS2	1089.80111131938	1	ENSG00000118689	ENSG00000137193
TBR1	LRG1	297.21862099072797	1	ENSG00000118689	ENSG00000141682
TBR1	P2RY6	536.41676210980597	1	ENSG00000118689	ENSG00000146278
TBR1	PTEN	1709.9133743761599	1	ENSG00000118689	ENSG00000185686
TBR1	MTHFR	340.76969221974099	0	ENSG00000118689	ENSG00000090104
TBR1	MT1X	340.72006751278803	1	ENSG00000118689	ENSG00000112096
TBR1	IGHE	595.73057704269695	1	ENSG00000118689	ENSG00000056558
GATA4	RGS1	-166.59960080654699	1	ENSG00000134046	ENSG00000198963
GATA4	PSME2	-240.58961192141399	1	ENSG00000134046	ENSG00000116833
GATA4	EPSTI1	-355.95429676071603	1	ENSG00000134046	ENSG00000115226
GATA4	TLR2	-302.40233518905001	1	ENSG00000134046	ENSG00000125787
GATA4	NR2F6	-164.41840820145799	1	ENSG00000134046	ENSG00000101670
GATA4	MTHFD2L	-381.74493743193398	1	ENSG00000134046	ENSG00000198417
GATA4	INSIG1	-60.459345521408395	1	ENSG00000134046	ENSG00000124216
GATA4	RORB	-117.720390773383	1	ENSG00000134046	ENSG00000239732
MYC	ST8SIA1	85.878019921985796	1	ENSG00000205143	ENSG00000111801
DMRT1	IRF8	58.613365319821604	1	ENSG00000154727	ENSG00000204592
DMRT1	B4GALT5	165.13278092327201	1	ENSG00000154727	ENSG00000131981
DMRT1	AMACR	-115.320767369132	1	ENSG00000154727	ENSG00000168038
TFAP2A	TP53	-49.289204177187301	1	ENSG00000179111	ENSG00000205581
GCM1	ATP1A2	110.67466424125601	1	ENSG00000173039	ENSG00000104549
GCM1	RARB	721.71275510636303	1	ENSG00000173039	ENSG00000100906
GCM1	AMPH	1012.73665430237	1	ENSG00000173039	ENSG00000109320
GCM1	IFI6	1449.1977040744	1	ENSG00000173039	ENSG00000105246
GCM1	PDK1	528.07300930617305	1	ENSG00000173039	ENSG00000134352
GCM1	BGN	1292.5780003049199	1	ENSG00000173039	ENSG00000124145
GCM1	IGHE	1321.2237185210902	1	ENSG00000173039	ENSG00000056558
TET1	FKBP5	-207.57414192060298	1	ENSG00000107175	ENSG00000175745
STAT4	UBE2M	-112.319216494865	1	ENSG00000197063	ENSG00000139083
STAT4	LCN2	308.87000165209997	1	ENSG00000197063	ENSG00000136634
STAT4	VCAM1	92.943324756777102	1	ENSG00000197063	ENSG00000197442
STAT4	CXCL3	268.77790124909802	0	ENSG00000197063	ENSG00000110079
LEF1	SAMD4A	31.880687270889101	0	ENSG00000006194	ENSG00000188257
LEF1	PRDM1	165.79128269214101	1	ENSG00000006194	ENSG00000143171
LEF1	PRKACA	138.85960771536401	1	ENSG00000006194	ENSG00000117595
LEF1	LYZ	27.489129142675498	1	ENSG00000006194	ENSG00000143365
LEF1	PABPC4	10.31318953085	0	ENSG00000006194	ENSG00000012504
LEF1	ABCC6	120.040498683545	1	ENSG00000006194	ENSG00000144852
LEF1	ESR1	73.587841899148287	1	ENSG00000006194	ENSG00000101076
LEF1	PSME1	31.313276606688799	1	ENSG00000006194	ENSG00000164749
LEF1	BLNK	43.644993521204498	1	ENSG00000006194	ENSG00000112333
LEF1	FKBP5	20.556605920026101	1	ENSG00000006194	ENSG00000175745
LEF1	SCD	76.883639282969796	1	ENSG00000006194	ENSG00000185551
LEF1	EIF3L	51.953225039866801	1	ENSG00000006194	ENSG00000140009
LEF1	PDGFB	35.154936094850697	1	ENSG00000006194	ENSG00000196482
LEF1	GZMB	58.192830386800701	1	ENSG00000006194	ENSG00000082175
LEF1	LGMN	70.808371950884805	1	ENSG00000006194	ENSG00000169083
LEF1	NFKBIA	13.681766745471499	1	ENSG00000006194	ENSG00000136931
LEF1	NKAP	26.803672596397902	1	ENSG00000006194	ENSG00000173210
LEF1	EHD4	15.5766839300366	0	ENSG00000006194	ENSG00000081051
LEF1	RIPK2	64.032584037743902	1	ENSG00000006194	ENSG00000135744
LEF1	SERPINE1	72.447733457273202	1	ENSG00000006194	ENSG00000171885
LEF1	BAG1	131.75306515303399	1	ENSG00000006194	ENSG00000129744
LEF1	LIPA	143.52827740348101	1	ENSG00000006194	ENSG00000018625
LEF1	CD69	97.988913263415412	1	ENSG00000006194	ENSG00000176697
LEF1	SCNN1A	75.875585280370899	1	ENSG00000006194	ENSG00000125378
LEF1	CCND3	19.163748315437502	1	ENSG00000006194	ENSG00000175868
LEF1	CD274	18.638168810389601	1	ENSG00000006194	ENSG00000176194
LEF1	SOCS2	31.988671929047801	1	ENSG00000006194	ENSG00000164692
LEF1	CD80	65.817392565249506	1	ENSG00000006194	ENSG00000117322
LEF1	PIK3CA	56.391191158642798	1	ENSG00000006194	ENSG00000060566
LEF1	INHBA	25.43969120769	0	ENSG00000006194	ENSG00000132693
LEF1	NR4A1	16.6462952078206	1	ENSG00000006194	ENSG00000108342
LEF1	NMI	93.5558992554529	1	ENSG00000006194	ENSG00000124092
LEF1	APOBEC2	17.2181870236798	1	ENSG00000006194	ENSG00000124875
LEF1	CDKN1A	33.236011160989399	1	ENSG00000006194	ENSG00000137869
LEF1	MT1G	9.3812788181938913	1	ENSG00000006194	ENSG00000130649
LEF1	GNRH2	25.2154369329918	0	ENSG00000006194	ENSG00000211448
LEF1	TICAM1	100.699601638739	1	ENSG00000006194	ENSG00000146648
LEF1	OPN1SW	8.1488993352405092	1	ENSG00000006194	ENSG00000163435
LEF1	LBP	96.438312516336595	1	ENSG00000006194	ENSG00000197594
LEF1	BST2	28.598773794359399	1	ENSG00000006194	ENSG00000130427
LEF1	RARA	25.352707526454896	1	ENSG00000006194	ENSG00000170231
LEF1	DCTN4	9.5679188717786321	1	ENSG00000006194	ENSG00000107831
LEF1	EPSTI1	13.7624561955424	1	ENSG00000006194	ENSG00000115226
LEF1	PIM1	35.283020953626206	1	ENSG00000006194	ENSG00000169562
LEF1	IFI44L	98.697937634848714	1	ENSG00000006194	ENSG00000183454
LEF1	DUSP5	25.975874599423499	1	ENSG00000006194	ENSG00000152402
LEF1	PMAIP1	6.7966730366829911	1	ENSG00000006194	ENSG00000078399
LEF1	COMMD3	7.6008415906007691	1	ENSG00000006194	ENSG00000095752
LEF1	MMP3	11.0253347208428	1	ENSG00000006194	ENSG00000169194
LEF1	MCOLN2	29.396879473148605	1	ENSG00000006194	ENSG00000080709
LEF1	KLF10	141.426253600346	1	ENSG00000006194	ENSG00000142515
LEF1	SLC25A28	66.879949901041101	1	ENSG00000006194	ENSG00000171346
LEF1	SLC16A1	60.197289717072003	1	ENSG00000006194	ENSG00000186442
LEF1	SUPV3L1	178.66283000497899	1	ENSG00000006194	ENSG00000186081
LEF1	MX1	16.917537239899001	1	ENSG00000006194	ENSG00000129988
LEF1	ADAR	89.189958838045783	1	ENSG00000006194	ENSG00000012223
LEF1	PRKCD	28.2366199633449	1	ENSG00000006194	ENSG00000087250
LEF1	NPY1R	34.041140861434201	1	ENSG00000006194	ENSG00000198788
LEF1	CLDN2	93.963863483151798	1	ENSG00000006194	ENSG00000089250
LEF1	IFI27	36.106534148516005	1	ENSG00000006194	ENSG00000164128
LEF1	SPATA19	22.340193959635602	1	ENSG00000006194	ENSG00000157168
LEF1	AR	65.747582240256008	1	ENSG00000006194	ENSG00000101327
LEF1	IL13	30.078172039714104	1	ENSG00000006194	ENSG00000181195
LEF1	PTAFR	10.881775619963401	1	ENSG00000006194	ENSG00000008438
LEF1	FABP6	123.629421558535	1	ENSG00000006194	ENSG00000162896
LEF1	OLR1	100.53998895979601	1	ENSG00000006194	ENSG00000124212
LEF1	HEG1	110.68350837251002	1	ENSG00000006194	ENSG00000087494
LEF1	NR2F1	25.9827861750267	1	ENSG00000006194	ENSG00000166349
LEF1	MX2	22.6133056122037	0	ENSG00000006194	ENSG00000007908
LEF1	UPP1	117.20097982247	1	ENSG00000006194	ENSG00000174175
LEF1	SNN	34.433261889351499	0	ENSG00000006194	ENSG00000196136
LEF1	MAFF	46.938525353312102	1	ENSG00000006194	ENSG00000135919
LEF1	ANKFY1	76.648339987454307	1	ENSG00000006194	ENSG00000106688
LEF1	GCNT1	120.30052802794501	1	ENSG00000006194	ENSG00000125398
LEF1	PTMA	41.676718446198798	1	ENSG00000006194	ENSG00000166118
LEF1	FUT4	45.851846859888894	1	ENSG00000006194	ENSG00000115353
LEF1	CASP4	65.612886040521204	1	ENSG00000006194	ENSG00000135111
LEF1	SERPINA1	30.160008741042198	1	ENSG00000006194	ENSG00000164362
LEF1	IL27	40.656995479182207	1	ENSG00000006194	ENSG00000091513
LEF1	RORB	7.8992302671175505	1	ENSG00000006194	ENSG00000239732
LEF1	COX7A2P1	46.838111411383103	1	ENSG00000006194	ENSG00000007001
LEF1	CCL4	61.3789209771328	1	ENSG00000006194	ENSG00000184937
LEF1	NR2E3	80.735882334330299	1	ENSG00000006194	ENSG00000144331
PDX1	PIGF	1015.6262359951101	1	ENSG00000170608	ENSG00000134460
ZNF740	PTMA	-230.25273708327703	1	ENSG00000167182	ENSG00000166118
ESR2	CXCL6	297.70194181175299	1	ENSG00000168875	ENSG00000111012
ESR2	SREBF2	-169.074660786197	1	ENSG00000168875	ENSG00000137462
JDP2	PAX8	-45.288043802307698	1	ENSG00000128573	ENSG00000164825
IRF8	PNPT1	319.06720994360001	1	ENSG00000185551	ENSG00000084207
SMAD4	CYP27B1	550.06648266505999	1	ENSG00000178951	ENSG00000125845
SMAD4	PPARD	230.38757245596298	1	ENSG00000178951	ENSG00000182326
SMAD4	TRIM21	623.61229042786908	1	ENSG00000178951	ENSG00000117560
SMAD4	CXCL9	587.62309918535402	1	ENSG00000178951	ENSG00000213931
SMAD4	ANGPT1	947.97120648534803	1	ENSG00000178951	ENSG00000049130
DMRTA2	RBCK1	-252.30952328973899	0	ENSG00000163623	ENSG00000152592
BARHL2	C9orf91	988.00955145013302	1	ENSG00000181690	ENSG00000148346
TBX19	BAG1	74.849320683191706	1	ENSG00000007372	ENSG00000129744
LHX9	SMAD3	513.96952203334297	1	ENSG00000175387	ENSG00000173391
LHX9	ASPH	313.90446092060603	1	ENSG00000175387	ENSG00000186340
RORC	SERPINB1	1648.4751269712301	1	ENSG00000109320	ENSG00000271503
RORC	CD44	207.54059940415002	1	ENSG00000109320	ENSG00000105835
RORC	RARB	733.88330322433001	1	ENSG00000109320	ENSG00000100906
RORC	KCNN2	279.76360708598799	1	ENSG00000109320	ENSG00000164430
RORC	NDC80	720.61064830922896	1	ENSG00000109320	ENSG00000162924
RORC	APOL1	108.731723860606	1	ENSG00000109320	ENSG00000113580
RORC	HIF1A	523.97825406605898	1	ENSG00000109320	ENSG00000123358
RORC	YY1	301.50795521583598	1	ENSG00000109320	ENSG00000119508
RORC	PGK1	588.32671561325503	1	ENSG00000109320	ENSG00000135074
RORC	PYCARD	386.07524066417602	1	ENSG00000109320	ENSG00000128271
RORC	CSF3	445.46662073624498	1	ENSG00000109320	ENSG00000158470
RORC	NFKB1	573.46150884130407	1	ENSG00000109320	ENSG00000171791
RORC	UNC93B1	1410.8022703363099	0	ENSG00000109320	ENSG00000140379
RORC	CYP27B1	68.1428897261396	1	ENSG00000109320	ENSG00000125845
RORC	POMC	1026.1148796282	1	ENSG00000109320	ENSG00000102962
RORC	AKT3	933.94118845132903	1	ENSG00000109320	ENSG00000120217
RORC	MYB	796.94251887111898	1	ENSG00000109320	ENSG00000112149
RORC	IFIT3	398.49997468709296	1	ENSG00000109320	ENSG00000003402
RORC	TNFSF10	209.04212784227002	1	ENSG00000109320	ENSG00000107175
RORC	PLAU	798.63727715709194	1	ENSG00000109320	ENSG00000184371
RORC	CTCFL	1425.5870934398499	1	ENSG00000109320	ENSG00000163739
RORC	PTGIS	277.21832613384299	1	ENSG00000109320	ENSG00000081041
RORC	IRF1	1028.0772945877302	1	ENSG00000109320	ENSG00000172817
RORC	MAX	-165.76349191576901	1	ENSG00000109320	ENSG00000188641
RORC	IFI6	2276.8914669604001	1	ENSG00000109320	ENSG00000105246
RORC	IL15RA	680.06132626711894	1	ENSG00000109320	ENSG00000099860
RORC	OASL	83.471188293196491	1	ENSG00000109320	ENSG00000107485
RORC	SP110	738.52129744241597	1	ENSG00000109320	ENSG00000162654
RORC	NR5A1	187.33102008407397	1	ENSG00000109320	ENSG00000164949
RORC	VPS53	247.49196067928298	1	ENSG00000109320	ENSG00000204642
RORC	IL9	78.468195168603415	1	ENSG00000109320	ENSG00000152778
RORC	DYNLT1	-310.45928751023996	1	ENSG00000109320	ENSG00000027697
RORC	MKX	292.60409472332196	1	ENSG00000109320	ENSG00000164136
RORC	FCGR1A	708.29229152720791	1	ENSG00000109320	ENSG00000134470
RORC	PTS	1741.5197182673098	1	ENSG00000109320	ENSG00000115008
RORC	CCL28	947.92021859872807	0	ENSG00000109320	ENSG00000136244
RORC	PDK1	126.787146397626	1	ENSG00000109320	ENSG00000134352
RORC	BCL2L11	687.46096054013594	1	ENSG00000109320	ENSG00000172183
RORC	NR4A2	297.96061984161298	1	ENSG00000109320	ENSG00000164626
RORC	IFI16	876.75359333558299	1	ENSG00000109320	ENSG00000153898
RORC	DTX3L	503.18863126372702	1	ENSG00000109320	ENSG00000205364
RORC	GEM	615.56545549977795	1	ENSG00000109320	ENSG00000144802
RORC	FTH1	502.56354143697303	1	ENSG00000109320	ENSG00000123240
RORC	SERPINB9	-104.67857142536801	1	ENSG00000109320	ENSG00000122861
RORC	RARG	62.268418252616996	1	ENSG00000109320	ENSG00000092010
RORC	MYD88	236.93526080639703	1	ENSG00000109320	ENSG00000100911
RORC	SAA1	1443.2594407550598	1	ENSG00000109320	ENSG00000073756
RORC	CD7	416.97114876784798	1	ENSG00000109320	ENSG00000196396
RORC	USP18	1102.1248685186699	1	ENSG00000109320	ENSG00000170542
RORC	PLCD1	370.94869518149397	1	ENSG00000109320	ENSG00000120833
RORC	HSH2D	62.988863791715403	1	ENSG00000109320	ENSG00000231925
RORC	AGER	1292.1878965969099	1	ENSG00000109320	ENSG00000118503
RORC	HLA-F	1522.7855200763199	1	ENSG00000109320	ENSG00000049249
RORC	HMGN1	1163.3565703220499	1	ENSG00000109320	ENSG00000050730
RORC	IGHE	972.14655958913693	1	ENSG00000109320	ENSG00000056558
RORC	IGHG1	170.68214704512101	1	ENSG00000109320	ENSG00000135148
CREB3L4	EPAS1	479.51885543023599	1	ENSG00000118707	ENSG00000118971
CREB3L4	CHI3L1	116.376494883559	1	ENSG00000118707	ENSG00000096060
NR1I2	LAMP3	-332.90458220288599	1	ENSG00000150907	ENSG00000104825
NR1I2	ERLIN1	246.38810497867101	1	ENSG00000150907	ENSG00000145246
NR1I2	DHX58	-800.09701731465191	1	ENSG00000150907	ENSG00000168062
NR1I2	SLC11A2	174.27322816093499	1	ENSG00000150907	ENSG00000095585
NR1I2	IFNG	-335.134746702575	1	ENSG00000150907	ENSG00000130303
NR1I2	C3	-630.34970100352803	1	ENSG00000150907	ENSG00000108771
NR1I2	PPARG	-171.40533200995401	1	ENSG00000150907	ENSG00000116663
